"","TCGA-AG-3731-11A-01R-1736-07","TCGA-AF-2691-11A-01R-A32Z-07","TCGA-AG-3732-11A-01R-1660-07","TCGA-AH-6643-11A-01R-1830-07","TCGA-AF-3400-11A-01R-A32Z-07","TCGA-AG-3742-11A-01R-1660-07","TCGA-AG-3725-11A-01R-1736-07","TCGA-AF-2692-11A-01R-A32Z-07","TCGA-AF-5654-11A-11R-1660-07","TCGA-AF-2689-11A-01R-A32Z-07"
"DIO3",3.6596,2.2735,3.6965,7.0598,1.4619,5.6057,3.469,4.2051,1.3948,10.1911
"CYP2B6",1.0645,2.0625,2.5467,3.6121,6.1225,1.246,1.4206,2.9492,1.5708,3.8994
"SHPK",2.4342,3.4764,2.4132,3.2613,4.4365,1.8009,3.3775,2.7666,4.1418,2.6981
"IPP",11.9528,7.9907,15.3095,12.9611,10.4758,15.7426,12.6573,11.3194,11.2832,7.6982
"MAP3K5",21.7887,27.4932,18.7412,17.4045,25.2802,14.1403,9.56,17.4686,24.9775,17.7914
"GSTK1",158.2106,110.7987,105.5354,107.1299,168.9871,139.9581,201.0254,117.1868,138.2819,106.618
"HNRNPAB",258.7109,417.9034,221.0667,245.3342,370.768,256.6482,174.3009,361.7547,371.6502,334.6434
"PDGFA",20.7653,37.0073,32.989,27.7107,32.2954,23.8485,13.2069,26.8405,18.4018,34.4455
"SPN",5.2862,4.805,4.3589,9.6023,3.1351,3.35,2.0834,5.8794,2.4474,7.5659
"RPF2",15.626,19.7533,19.835,12.081,20.5919,24.2329,15.4823,18.853,15.6174,15.583
"SLC28A3",2.1714,1.3952,0.7472,0.5864,2.4017,1.2674,2.2965,0.546,1.7427,0.7033
"MIB2",8.6465,7.8072,8.8734,8.4634,11.2493,6.6672,4.2873,11.501,8.4779,8.4902
"MYO5A",6.4372,5.8458,11.4593,6.7773,1.9989,7.3631,2.3713,9.2873,2.5657,5.4161
"GZMM",5.337,5.8438,3.9661,10.2033,3.3534,7.383,8.7685,7.7853,1.0901,11.0338
"ATG7",8.9972,8.9211,8.2482,6.4984,8.9692,8.75,8.4204,8.3231,7.661,8.158
"SIPA1L1",10.3472,11.4525,13.2789,10.4994,12.6189,7.6697,3.7813,13.8718,8.9185,9.9228
"TTC30A",5.1263,5.334,8.7689,6.2293,5.6592,7.8412,5.1356,5.2339,6.4561,4.3405
"RAB40C",23.0842,28.7465,21.2904,28.8742,37.9459,17.8696,13.1883,21.7309,29.5013,30.3515
"PIGN",10.2032,6.1362,6.6144,4.7133,10.3014,8.7422,8.121,7.693,8.4939,4.5146
"HHLA3",11.5061,7.6478,10.1737,11.8973,7.4262,8.1201,11.1207,9.0525,13.4226,10.7292
"TOPORS",20.5205,15.0648,26.2003,23.4137,17.5277,22.4814,13.4313,19.9364,18.1648,16.469
"ENTPD6",98.9786,82.7888,38.6997,47.5927,98.5054,51.6733,49.1041,55.6731,58.09,55.3161
"ENPP1",1.9336,2.7779,4.4702,9.3641,4.0692,2.3508,1.6907,3.7787,7.4552,6.1161
"FAR1",32.2039,36.2703,52.6818,38.7437,48.0727,46.6286,34.5454,41.0986,60.4084,27.0373
"MFAP5",60.8468,76.0518,109.7948,42.071,15.4453,214.2456,46.2275,72.7447,19.6008,40.7215
"ZNF615",5.7517,4.0546,11.7206,6.0903,3.3526,9.7179,5.4407,5.9326,3.0899,4.0047
"EOLA1",7.6028,6.7126,6.634,7.5388,8.3553,7.8036,11.3027,7.9197,8.5484,7.6934
"CDC42SE1",45.4523,44.8759,39.5892,56.8747,41.8755,49.8035,37.6605,64.5037,40.9071,41.3788
"MPEG1",84.1988,55.6718,73.9915,65.3713,25.366,72.7839,49.665,84.1493,20.0159,63.4074
"DPP4",6.6821,11.2918,10.1472,11.7597,13.3479,10.8343,7.6478,7.3716,22.8788,12.6793
"PDCD1LG2",4.1685,2.4017,4.7736,3.562,0.7502,4.112,5.0426,3.2863,1.2055,2.2286
"SPTAN1",47.5411,76.121,101.006,71.8453,79.2978,37.2988,16.2341,104.7116,81.5517,96.0223
"NMB",10.1189,9.7159,9.5707,4.791,5.9197,8.9506,4.3458,6.9398,5.5824,7.1721
"PARVA",44.5343,56.9531,119.5535,46.8426,32.7916,68.4459,22.6282,81.2075,27.1245,60.5838
"RPE",30.5546,22.3673,37.157,22.9643,30.5699,39.0798,37.0306,25.9461,30.4314,19.4577
"PHF2",36.6394,36.4568,58.4049,34.06,30.0718,38.5882,13.5973,48.9336,28.4506,32.6158
"RPS26",338.4166,171.8693,235.9471,126.5876,425.3064,405.5813,439.2646,422.2183,249.6804,293.9468
"PSAP",1531.0886,1332.2053,1380.8322,1072.0591,1012.3969,1521.5996,962.3597,1519.8467,979.9582,1218.4023
"S100A10",1728.6101,2425.3772,1334.3462,1491.0929,2759.0638,1973.8109,2312.9471,1673.2179,2406.8299,2023.9377
"LHFPL5",0.2232,0.1551,0.4611,0.59,0.3442,0.2264,0.1496,0.26,0.8205,0.185
"RPL37A",423.4274,322.9114,334.0529,228.0623,296.5405,485.4308,692.6538,354.0042,217.1301,352.4455
"TXNRD3",3.553,3.3513,7.4663,2.8166,2.6102,5.7766,2.3556,5.0809,2.2694,2.8745
"CFD",357.2359,360.7013,266.4715,171.9758,149.5519,422.9783,392.2163,506.1857,147.3627,366.1426
"MCMBP",33.7839,40.9986,51.197,33.115,40.0606,49.172,35.368,39.127,34.7148,34.4296
"EME2",2.2522,1.4899,1.2887,2.1652,1.9585,1.2308,1.0616,2.9123,2.4945,1.4342
"ZNF81",2.7339,1.5686,3.8921,3.1626,2.1053,2.0473,1.6048,2.4775,2.4682,1.8875
"TAF13",57.707,77.1292,62.965,52.585,81.3617,97.6627,98.2285,69.0983,70.2457,51.3607
"ATAD3A",12.2636,31.8694,12.0827,12.0517,39.0984,10.2234,6.7004,23.2038,20.5679,19.3107
"FAM118B",36.168,33.5667,26.2031,29.0316,44.9173,49.3119,70.1354,25.8503,42.7807,32.236
"ZNF461",2.6229,1.8115,5.7014,3.0743,1.3164,6.3763,6.1462,2.8802,1.9072,2.0526
"SLC9A8",12.6809,18.7829,13.5422,17.2326,21.3393,10.0111,5.7548,19.5149,15.4233,16.2897
"OCLN",8.6501,16.7208,8.8155,10.6403,20.0554,6.5012,9.0498,11.2026,15.1304,10.5894
"H4-16",0.9683,0.4531,1.4538,1.9577,1.192,1.2329,1.0286,0.7186,1.8134,0.5206
"ZNF44",5.9217,4.1324,8.8776,7.4273,6.943,7.9631,8.4707,5.5329,7.0158,5.3534
"GPAA1",90.2893,123.1628,67.8328,78.0487,147.924,70.2628,73.7548,113.3401,97.7873,107.2649
"ADAMTSL2",2.832,2.861,3.3227,3.0763,2.2688,3.5139,1.4174,4.323,0.7963,4.1056
"SGTB",3.8606,3.2822,9.8165,4.5642,1.6433,6.9847,4.2943,5.0738,2.0754,3.5151
"MYO1C",127.4243,194.2772,200.6621,136.5877,195.6218,110.8103,50.9192,178.7888,161.4715,168.2464
"NKIRAS1",4.0599,3.899,8.8782,5.3395,2.0402,9.3961,4.1796,5.0576,1.9705,3.9621
"UGT2B17",212.3346,263.6579,751.5966,1020.9824,629.0738,242.8659,778.3738,612.8726,358.0038,404.3993
"KIF13B",29.091,73.7892,31.9244,41.6399,53.1696,16.7139,9.3473,46.5752,51.5588,48.827
"ADH5",127.4324,97.3713,207.1736,112.6836,108.5026,264.889,238.5816,144.5588,91.305,108.4881
"H2BC12",92.6248,63.2906,46.5377,62.0892,84.9721,63.4267,105.6624,56.4573,61.3098,92.2878
"TEAD4",5.9789,13.9343,4.9423,3.9734,15.5337,4.1231,4.2834,8.8408,9.6131,7.601
"SPG7",5.6897,4.3803,5.6212,5.9507,6.7858,4.5892,3.522,5.8907,6.0136,5.0924
"ERO1A",28.1071,27.9813,27.573,27.6708,41.1776,21.1852,14.7877,25.8859,52.7242,21.8946
"ZNF347",2.7276,2.6338,5.7753,3.8271,2.0188,4.5836,2.7146,3.1874,2.3686,2.4303
"PLCG2",7.9605,8.0116,6.1307,17.9325,2.6206,3.1936,2.151,6.0467,4.2182,10.2967
"FCHSD1",5.1262,3.2531,4.667,6.3146,4.2701,4.0727,3.297,3.9487,4.4761,4.0465
"ZNF71",3.5463,3.1337,7.2129,3.5,1.9882,4.1453,2.2695,4.0555,1.2014,3.568
"S100A6",3427.7562,5035.1773,2792.1091,2818.8168,6042.7292,4944.2914,8147.5346,4186.1679,5557.8739,4657.1542
"RPL12",960.4318,648.0634,833.7511,441.5009,679.4534,978.1678,1194.005,648.8033,439.8011,662.4138
"MPZL1",73.0464,67.492,70.0504,62.52,82.7307,62.6511,49.8418,69.5808,76.5146,61.2427
"VPS13A",5.5455,5.1039,10.7104,9.8452,6.0341,5.1102,2.8693,8.2,9.5244,4.6688
"MBP",12.1579,9.9055,11.0496,9.3829,11.882,10.8315,8.1332,13.3156,9.2396,8.0115
"AKAP17A",23.2438,21.3312,24.4368,28.0771,22.7098,16.9138,13.03,27.0756,19.8778,23.8942
"NOL8",9.4096,8.5226,15.1486,10.7252,11.9799,9.2475,6.2867,9.1456,8.5474,8.1054
"IRAK4",12.0458,8.4899,12.5046,14.1718,9.8862,16.7878,17.4646,10.7099,12.5988,9.3627
"MRPL42",8.5186,7.4355,10.494,8.2379,9.7039,12.8161,12.2228,9.1481,10.965,6.6668
"ZNF335",7.9943,8.5579,8.372,7.7375,8.9603,5.5277,3.5671,8.6215,7.0364,6.7935
"RPS4X",1259.5422,1372.6551,1805.6482,764.5742,938.4571,2416.0782,3066.6285,1568.7322,1092.1389,1409.6979
"ZNF273",1.5545,1.0617,2.4406,2.3072,1.3486,2.8582,2.0227,1.6823,1.099,1.223
"MAK16",5.9527,9.4512,10.0811,5.9533,7.9916,12.2005,6.9803,10.2717,5.3472,6.1484
"SIRPA",33.6884,27.3051,35.1491,22.0348,15.9824,29.8075,15.7802,34.3498,24.4893,30.4172
"GRK6",35.802,44.0934,27.6527,36.1689,45.5025,33.9835,27.645,41.4003,30.9716,43.5387
"PRIM1",3.9434,3.6268,5.5392,3.5883,4.8772,6.7611,7.5462,4.3937,3.9689,3.7968
"MARCHF5",26.5946,22.5341,30.9715,25.5219,26.0306,34.7239,32.1281,24.4744,28.8669,21.4148
"AKR1B10",77.1194,166.8164,85.4326,116.031,296.5127,92.3,78.3666,110.6041,313.6914,150.1975
"SULT1C4",3.2056,1.6082,8.3537,3.7173,0.6895,3.9064,1.3673,3.1647,1.1586,2.6416
"ZBTB14",9.8593,7.4191,15.8385,10.0523,7.1258,15.508,10.0779,8.864,7.0557,7.7353
"CD2AP",67.779,59.5179,78.0216,93.9629,82.6662,50.6054,40.2395,59.146,118.1476,56.2291
"NUP62CL",2.4831,2.2184,3.2315,2.1384,4.3977,4.2352,3.9057,2.5515,4.032,1.963
"SFI1",3.7237,3.8769,3.9716,5.7412,3.9868,2.5913,2.2485,4.2426,3.9762,4.8244
"ZNF649",6.7979,6.0368,10.5186,4.4464,4.4663,12.9974,7.2928,7.7193,3.5306,4.0783
"CHSY3",0.6586,0.9691,1.3903,0.5347,0.4138,0.9039,0.3193,1.4892,0.3615,0.9552
"LPAR1",30.0958,26.5435,65.8291,27.0416,18.541,49.0963,35.5917,35.9646,20.767,28.4591
"MB",13.7376,9.2228,9.7148,5.5721,11.9139,16.3318,22.1898,12.1171,7.1226,8.7964
"HIBCH",23.4436,21.2938,24.1334,20.1249,19.2812,21.8176,21.7509,25.0765,34.2997,10.6865
"HMGN5",15.4174,5.6011,23.3029,13.4009,15.5361,18.3988,12.3201,9.7483,14.6271,6.4172
"MIER1",27.741,33.1448,52.3972,40.5736,37.5624,58.4808,48.6138,32.6094,38.7429,27.6468
"MAN1A2",16.073,16.6709,28.9361,18.5302,15.9785,20.5371,8.5991,21.0959,15.6477,12.5215
"SVIP",21.118,13.1805,25.626,18.4086,18.076,32.4782,29.213,17.453,18.3585,14.0336
"DDRGK1",95.5193,86.403,61.225,67.6808,111.9915,69.4816,72.7671,74.4527,66.8683,86.5851
"TFDP1",71.9116,84.9823,84.0886,67.1802,93.3626,82.6565,78.4008,90.222,75.5559,65.3918
"SZT2",3.7211,3.248,5.8898,5.1565,3.3797,2.4356,1.2401,5.5793,3.602,2.75
"SULT1C2",2.7173,1.296,1.6217,1.5875,0.8689,3.2858,0.6314,0.2395,0.9246,1.8868
"ZXDA",2.8983,2.4659,6.2009,2.9487,2.8251,3.6753,1.8696,3.822,1.9843,2.623
"RPS6KL1",1.3064,1.5169,1.579,1.7916,1.8119,1.0816,0.599,1.6949,1.116,1.3169
"QRICH1",35.8843,35.1008,48.0744,36.4061,38.1471,32.7226,18.0904,39.2396,33.4771,34.6837
"CSF2RA",5.4402,5.1852,4.5587,5.3497,1.379,6.7199,8.4637,6.8959,1.593,4.1376
"FKBP1C",1.71,1.2779,1.8526,1.5743,0.7298,0.8346,1.0076,1.2403,1.6058,0.9153
"DDX42",38.9625,42.2068,62.1045,40.1706,38.9992,39.766,13.7077,51.6989,34.7139,40.8902
"RPL23A",268.2301,209.9247,189.1749,148.0251,163.1695,249.2011,317.9666,234.7646,129.9696,221.9691
"SLC29A3",6.3328,4.9311,5.5137,5.4024,5.5273,6.6573,5.4368,4.5162,2.8123,5.534
"STYX",12.6465,11.2955,23.0414,14.8904,11.4666,22.6668,14.0748,16.0603,11.6878,11.747
"UBL5",171.6676,165.4039,128.0071,126.0811,145.4874,252.7177,382.5325,140.6682,151.9935,161.7257
"HELZ",8.9249,8.2934,16.1023,12.2553,8.3291,8.1674,3.9317,11.109,9.2731,8.1247
"TMEM116",1.6707,0.8242,2.4372,2.6873,1.2321,2.5908,3.5597,1.5503,2.2515,1.3116
"UCKL1",26.0396,21.5066,20.7797,23.4146,25.9146,20.5426,22.1244,24.8109,22.1171,20.534
"CARD11",5.6359,9.1444,2.3308,18.2137,2.1891,2.8141,2.0769,5.5696,1.4896,10.7966
"SDAD1",30.3385,34.7103,48.3383,34.0717,36.8331,39.9488,22.9575,32.2333,31.936,29.7942
"ZKSCAN8",11.2842,7.0263,26.3627,12.1142,6.2078,14.3486,5.2472,12.3663,6.7844,8.1514
"PHETA1",26.2524,31.329,22.2482,29.5622,48.6722,20.4817,18.1257,31.0864,26.5228,35.984
"HYLS1",6.184,5.1788,8.3416,8.009,8.5619,7.7554,9.2401,4.431,6.7663,6.266
"ZNF813",3.4909,2.6779,3.4686,2.4965,3.0596,3.0284,3.5448,2.1439,3.2096,2.1157
"PIM3",185.4877,265.6919,38.3454,65.4243,69.5323,78.6501,46.3246,221.5157,112.7292,115.5195
"GET3",132.8537,115.9338,106.2184,86.0233,134.8459,157.4472,227.5609,117.8221,107.9631,116.8622
"ASPH",31.6838,23.9289,37.1317,16.2254,25.4578,34.1455,24.655,28.467,28.7673,17.1538
"SPRED2",28.7894,53.283,32.032,36.8092,41.5956,27.8965,16.0878,55.6016,49.1696,38.4631
"WWP2",36.6457,39.0232,29.2039,39.2266,55.004,22.5332,15.981,35.4546,52.9373,40.5693
"GFPT1",102.4341,114.0645,82.6552,90.9205,159.7338,71.3818,61.317,99.8775,127.4297,75.3196
"UVRAG",11.2206,10.792,17.7327,12.3155,7.4448,13.4127,6.0731,14.0788,7.8634,11.5309
"ITSN2",13.0886,13.127,21.5181,18.3107,11.4727,16.1405,6.6715,15.5023,14.0761,11.8761
"OGA",43.1689,50.3081,97.1023,67.7304,41.1444,59.8179,21.6241,74.204,52.0894,45.1654
"MT1F",156.4894,81.5706,63.7228,87.8158,60.1485,190.9993,143.6404,51.2426,77.6554,100.3106
"ZNF69",9.2735,3.6958,8.293,7.506,9.5116,7.8859,13.3093,5.4786,5.7508,3.9612
"TXNRD1",56.0608,124.1077,62.5317,51.6861,73.8616,77.6255,43.5973,70.9056,66.2722,46.1721
"NRARP",193.0303,87.5613,83.2101,106.3901,192.7875,104.2622,82.7559,128.484,123.8533,139.0047
"TPM2",698.1342,1130.5253,2641.1372,745.3833,67.384,2559.1839,623.8723,1706.79,40.5528,1407.5183
"ZNF808",3.8554,2.4281,4.2531,5.6256,3.6529,4.2724,3.9049,3.9633,5.2214,3.3498
"B3GNT6",44.5805,51.8258,29.2411,47.0159,58.1264,24.5908,26.4554,53.9768,53.4392,34.9104
"YTHDF2",48.4026,60.2196,63.2221,52.7645,67.1619,52.6581,40.1402,59.6708,58.6692,52.4076
"TMA16",14.0297,11.1157,15.6471,11.2131,11.9544,17.9806,14.344,10.3495,11.0738,10.7147
"HLA-DRB5",285.4881,244.4287,345.762,133.4223,186.721,216.5021,275.5015,423.0066,40.7603,474.065
"ATL1",4.2235,2.6892,8.436,6.1699,2.1735,5.9035,4.3105,5.6456,3.3689,3.8212
"CNGA1",3.4057,1.7601,6.4422,6.148,4.0659,5.2905,6.3151,1.9904,13.486,5.6939
"MAFK",25.4376,45.6515,20.4095,27.3846,23.0623,19.7706,8.4383,57.3572,21.5557,33.3615
"GPN1",26.0357,23.7384,24.676,20.8767,25.7686,36.3518,42.7906,23.0125,20.375,20.5566
"PLN",86.173,73.7605,727.637,153.5558,7.2609,301.0604,88.7564,178.8492,9.9148,110.8012
"C2CD4A",0.5471,1.9267,0.1592,0.4373,2.453,0.6751,0.3848,1.9359,2.2311,0.4495
"ZNF28",9.1059,6.7452,10.7095,7.0727,9.9084,11.7418,14.5894,6.254,8.7792,6.7039
"ITGBL1",1.2538,0.877,2.1018,0.3171,0.2332,0.8786,0.3757,1.7911,0.2823,0.4931
"ZNF511",9.1917,9.3023,7.4281,6.8451,11.3692,13.1743,20.2143,9.1799,9.9005,8.9526
"WDHD1",3.4462,4.5733,4.4375,4.5296,6.4662,3.1198,2.6886,6.1002,5.6705,4.2517
"CTNND1",7.7142,10.4008,9.1255,10.9911,11.2544,5.3545,3.1157,9.4857,16.3869,9.9946
"DDX39B",15.7113,7.5251,19.6995,21.759,10.0251,14.0284,7.4171,14.488,19.9934,7.4551
"NUDT16",30.0704,24.4988,32.2918,29.975,34.2096,24.7266,15.7685,29.819,44.4385,26.4886
"TLK1",22.842,24.029,43.4274,27.4083,27.2468,29.7228,18.3963,27.1707,33.6753,23.5837
"LRBA",19.8977,23.0563,28.1927,16.9655,23.7797,14.5032,6.9308,28.3358,20.1158,16.6158
"MMP17",1.4763,1.7244,3.5624,2.1076,0.4438,2.3239,0.679,3.4246,0.3365,2.0245
"BAZ1A",13.9834,17.8034,15.5087,21.3715,21.4378,12.2355,8.3272,15.6902,21.1529,14.7453
"COPS8",23.7477,19.2409,34.9605,20.4312,19.1785,42.775,26.2084,30.1926,19.8049,22.1364
"CCDC69",111.4244,112.8517,318.587,116.8884,14.2558,220.5621,67.3902,179.3643,17.4321,124.6117
"MDM4",4.6047,4.0423,7.5818,10.1415,5.0772,4.655,4.3961,6.6786,7.3062,5.0315
"KLHL9",25.6316,25.2732,42.3145,28.2417,26.2243,35.1143,24.7491,29.1661,25.787,26.3578
"NCOA6",17.5074,17.409,25.175,23.0053,23.9838,11.7121,7.7169,19.0311,26.1352,17.9341
"STK39",59.4503,67.3037,67.8499,72.6014,80.0597,64.6397,38.9931,56.5327,72.9654,47.9086
"CALM1",251.6289,308.4773,460.5913,276.0805,267.2367,439.0708,194.6218,339.6075,298.3405,274.5149
"TTC37",22.0899,17.0496,32.1403,19.4392,21.0688,23.6119,13.997,24.1592,21.4288,15.9451
"PAPSS2",139.7799,178.7678,162.4082,168.701,282.3517,98.5774,90.6598,160.7437,403.8582,142.6432
"SLC9A6",6.1077,6.641,9.8453,6.6264,6.2493,6.9213,3.6453,8.4718,7.9016,6.338
"FAN1",4.9144,2.5959,6.5023,3.9963,2.7671,4.5783,3.0042,4.6683,3.1575,2.6033
"EIF1AY",20.8435,0,0,22.0013,18.1892,0.0193,0.2307,0,0,0
"MT-ND6",5856.3829,4596.1099,8462.2668,15909.4376,7748.9013,5189.2159,2702.2359,8139.1308,8399.8833,6120.5863
"IPO9",13.6047,15.6881,21.0334,12.7953,16.3559,14.7241,7.011,19.786,11.9883,14.1491
"CEP290",1.2122,0.7776,2.3789,1.7175,0.8311,1.2832,0.4774,1.5838,1.1382,0.875
"MT-CO2",18288.3915,22557.8344,21717.6264,40140.216,29260.9759,17815.3264,10467.5319,21143.2549,38635.4811,30867.9067
"GLMP",38.1307,19.8416,22.2542,18.7074,22.894,26.8902,29.4495,22.492,24.1984,19.883
"DLL1",13.1528,6.9799,8.9522,12.1899,7.7196,6.3536,5.5372,21.3849,7.6977,16.5169
"ECI2",20.1213,13.2546,18.4425,17.5849,21.305,21.6552,27.9505,15.6067,17.4758,14.1824
"UNC13B",15.7415,24.7034,14.261,12.5043,26.2159,11.1549,8.5323,18.216,19.6725,15.3219
"MT-CYB",8126.2907,12190.5054,13898.1981,15948.5742,12560.9707,8573.3623,4201.6054,13067.6949,5098.3473,13583.9183
"LDB1",63.8549,38.5029,96.7636,54.362,34.905,77.8295,31.4597,76.4776,32.4634,59.4379
"PPP1R14C",11.456,29.5291,18.2497,29.6359,51.5854,14.7776,18.701,32.6064,52.4567,33.195
"CTR9",32.7646,34.1145,39.4012,36.9986,39.6187,25.7957,17.1872,32.0691,32.0524,32.1162
"SMOC1",2.2504,2.3092,2.2806,2.1207,1.1869,1.4727,1.4414,3.4163,1.7955,2.4102
"MSRB1",52.7829,41.0167,55.0217,47.917,63.6627,74.7963,129.3995,48.2268,52.8131,53.0408
"ZNF652",6.0806,6.8279,12.1725,9.9924,8.6657,7.7961,2.688,7.9843,7.4456,8.8616
"SMURF1",15.8702,24.3437,18.1168,19.5097,14.4534,12.7598,7.4605,22.8161,19.488,15.7765
"SLC5A3",5.9947,6.1611,14.0289,10.5314,8.1533,6.7897,4.4705,8.7543,7.7279,7.5736
"GPATCH3",17.233,17.9862,17.2067,16.9541,20.4269,20.7908,15.7536,16.1449,17.2289,19.9193
"CDC42BPB",38.9047,55.6448,54.3737,39.3068,55.1565,32.4355,12.955,56.721,46.0063,43.2015
"RPL10A",1987.8151,1229.0051,1575.9715,892.5061,1242.5652,2467.5795,3933.7091,1334.0291,795.3274,1278.4154
"MT-ND2",6859.8876,8994.7978,11782.2367,18932.8975,7947.739,7777.3713,4468.9179,8129.2359,9549.6824,10275.96
"RCSD1",13.7763,12.701,13.5133,22.9077,5.4278,11.2603,8.5329,8.1484,4.9494,14.3381
"ZNF830",20.9192,18.5541,27.8161,21.5081,18.6225,24.8013,17.8018,23.9338,17.0657,21.5654
"MT-ND5",3985.8894,3717.4789,5920.6809,9195.432,5985.7998,3417.3637,1831.8303,6906.7926,4468.0973,4140.3394
"MUC2",184.9245,659.8543,280.7929,396.9643,774.6435,87.9316,90.5621,514.6628,766.8561,429.2406
"CNOT7",21.7399,18.8501,26.3771,17.1368,20.6086,29.7446,19.9882,21.0486,17.751,16.5127
"MTOR",18.0185,19.2788,22.4118,18.1525,21.9646,11.7337,5.2866,27.8547,20.8536,17.4085
"ZNF521",4.3128,2.8064,10.4556,3.6666,2.26,4.7447,1.7464,5.9178,3.5514,4.3948
"LRIG2",3.8166,2.76,7.1271,5.3897,3.3969,3.6438,2.8128,4.0714,4.233,3.1384
"MT-CO1",23817.3704,23767.8432,27108.3937,40723.8015,29031.7449,18756.9873,12039.5582,25170.6057,31479.7754,25802.625
"PNP",30.7338,65.5976,17.3141,15.9623,66.5986,27.0594,44.017,26.0291,41.1718,31.8527
"GK",6.9223,11.8472,6.8326,6.192,13.2455,7.297,6.8947,6.0673,21.6226,5.9171
"CD247",5.2914,4.6202,3.3991,11.2974,3.785,2.9786,6.984,5.1039,2.2393,8.5476
"CHAMP1",10.47,15.8968,19.2758,14.7438,12.9551,10.258,6.5405,18.2682,13.3922,12.9805
"INPP5F",9.4476,6.2337,15.2783,11.5426,6.2017,9.1629,5.2117,10.6792,8.942,8.5927
"ARHGAP11A",3.1333,8.4797,5.9934,6.8673,15.3504,5.7724,3.5908,5.7423,16.6245,8.0417
"HMGN2",185.2118,175.7336,200.5132,162.61,295.1218,298.8796,324.4451,235.1338,196.3693,203.0751
"SELENOM",64.8504,65.779,106.6728,39.3307,22.1168,168.543,125.2793,96.3081,18.4732,78.4725
"UBE2J1",108.3959,114.1568,110.7542,116.5751,104.3325,108.9657,94.6432,96.9089,113.2821,108.5304
"GJC2",3.059,3.8506,10.9358,3.549,1.0424,5.9081,1.286,8.63,0.9882,6.7235
"OPA1",29.3264,37.8336,44.1494,32.448,40.7491,34.6017,16.4845,42.2259,41.4161,27.6822
"ZNF277",17.0922,10.2059,22.9256,12.9543,11.9506,28.1986,30.2042,12.3147,12.7583,10.2693
"MT-ND3",11958.0606,19267.8337,17096.6792,20970.7911,15085.476,15414.0091,9191.904,13242.1301,10542.6119,24185.8376
"KTI12",4.3845,4.4768,6.2619,4.675,6.1284,6.1727,6.1322,5.2991,5.3351,5.047
"SELENOT",88.4337,79.6432,93.5799,72.1043,81.3527,184.4206,241.7544,75.9819,77.6671,69.4697
"ARHGEF15",4.8036,3.2008,6.8059,3.6156,2.0324,3.296,1.7036,5.2309,3.4289,4.3893
"CES1",39.5824,62.9169,64.6461,53.6047,4.4958,88.7129,20.5619,93.657,9.9284,27.4877
"CD3E",22.5884,20.2893,11.2419,38.2168,10.672,14.8979,12.6647,22.5928,7.7778,36.4572
"RUSC2",14.2156,9.319,39.7868,16.0626,4.0448,25.1149,4.0486,29.1117,3.0733,18.3084
"FICD",4.649,4.7949,5.649,6.4593,4.4047,4.5306,2.1594,6.2374,4.8587,5.4771
"OSTC",150.5296,124.4689,141.3626,102.1786,146.8085,243.9337,379.9783,117.6486,148.8664,103.4927
"R3HDM4",58.8686,117.2611,41.5796,62.4131,108.0461,56.3912,47.6159,81.2994,62.5708,66.7707
"TSEN15",6.7945,5.8114,9.8612,5.1859,4.6099,14.665,9.9919,7.3136,4.0097,5.7658
"LTN1",12.403,10.6726,19.8049,12.6114,12.2364,12.8475,8.3647,13.4469,13.7569,9.0141
"GRK5",10.9346,15.0352,19.1915,10.7398,8.5143,10.7764,4.3432,15.8085,6.1847,14.5055
"TYW1",13.2309,16.7568,15.2003,13.4564,18.3533,11.4935,8.9922,16.444,14.4812,13.6719
"DCAF12",53.3757,43.3043,46.8825,47.2223,56.472,51.0402,44.3368,44.968,45.5415,41.6059
"ASB12",1.6887,1.6345,1.0101,0.5351,1.7432,1.1013,1.0987,1.5457,1.626,1.3852
"MT-ND4",14939.7562,18739.7715,21558.6972,31551.1136,21101.1269,14917.6583,7502.4679,17415.9778,26646.7299,21753.2579
"SMC5",32.3969,38.0363,32.9066,27.527,37.0616,27.3191,18.434,30.7109,35.565,21.5429
"MT-ND1",6825.9671,10247.1916,10121.7365,15424.5913,9812.3023,7193.1201,3581.3281,9208.4948,10447.7933,10467.3395
"PRMT6",16.0343,14.4984,19.2937,12.7226,18.3763,19.684,15.5797,14.9518,10.626,13.2852
"CIPC",25.8922,21.669,49.1145,35.6994,25.1234,42.8273,23.5052,29.1304,27.6756,26.7053
"CAPZA2",71.3747,65.7274,122.7111,58.216,58.4294,164.6035,174.1857,69.6524,61.3132,56.2758
"MT-ATP6",11565.6258,11440.7685,15082.8044,18888.9396,13355.8759,10074.3809,6071.1388,12166.5392,13877.4398,14094.1444
"TOP1",68.7889,130.9149,73.7378,86.5252,130.0548,61.5978,38.4355,86.9483,112.3642,84.7545
"MAP3K3",19.4718,14.2289,33.6235,17.7933,7.4982,21.5345,7.9214,24.5106,6.5762,18.1835
"L1CAM",10.8629,25.5673,65.4444,14.4771,3.7849,19.8256,2.9547,56.1253,5.2215,23.5689
"SREBF2",105.7977,123.3184,99.2409,98.5375,181.8485,66.3898,50.3404,134.8646,184.5367,122.4336
"C1orf174",13.1306,11.8228,15.5828,13.3044,15.4725,20.4934,26.5734,13.7509,12.2072,12.74
