"","TCGA-AH-6544-01A-11R-1830-07","TCGA-AH-6547-01A-11R-1830-07","TCGA-AH-6549-01A-11R-1830-07","TCGA-AH-6644-01A-21R-1830-07","TCGA-CL-4957-01A-01R-1736-07","TCGA-EI-6510-01A-11R-1736-07","TCGA-EI-7004-01A-11R-1928-07","TCGA-G5-6233-01A-11R-1736-07","TCGA-G5-6572-01A-11R-1830-07","TCGA-AF-2691-01A-01R-0821-07","TCGA-AF-2693-01A-02R-1736-07","TCGA-AF-5654-01A-01R-1660-07","TCGA-AG-3580-01A-01R-0821-07","TCGA-AG-3581-01A-01R-0821-07","TCGA-AG-3587-01A-01R-0821-07","TCGA-AG-3599-01A-02R-0826-07","TCGA-AG-3726-01A-02R-0905-07","TCGA-AG-3732-01A-11R-1660-07","TCGA-AG-3742-01A-11R-1660-07","TCGA-AG-3878-01A-02R-0905-07","TCGA-AG-3882-01A-01R-0905-07","TCGA-AG-3883-01A-02R-0905-07","TCGA-AG-3890-01A-01R-1119-07","TCGA-AG-3892-01A-01R-1119-07","TCGA-AG-3896-01A-01R-1119-07","TCGA-AG-A002-01A-01R-A002-07","TCGA-AG-A008-01A-01R-A002-07","TCGA-AG-A014-01A-02R-A002-07","TCGA-AG-A015-01A-01R-A002-07","TCGA-AG-A025-01A-01R-A00A-07","TCGA-AG-A02X-01A-01R-A00A-07","TCGA-AH-6897-01A-11R-1928-07","TCGA-CI-6623-01B-11R-1830-07","TCGA-CI-6624-01C-11R-1830-07","TCGA-DC-4749-01A-01R-1736-07","TCGA-DC-5337-01A-01R-1660-07","TCGA-DC-6157-01A-11R-1660-07","TCGA-DC-6158-01A-11R-1660-07","TCGA-DC-6160-01A-11R-1660-07","TCGA-AG-3574-01A-01R-0821-07","TCGA-AG-3575-01A-01R-0821-07","TCGA-AG-4022-01A-01R-1736-07","TCGA-AG-A01W-01A-21R-A083-07","TCGA-AG-A01Y-01A-41R-A083-07","TCGA-AG-A026-01A-01R-A00A-07","TCGA-AG-A02N-01A-11R-A083-07","TCGA-DT-5265-01A-21R-1830-07","TCGA-AF-2692-01A-01R-0821-07","TCGA-AF-3400-01A-01R-0821-07","TCGA-AF-A56K-01A-32R-A39D-07","TCGA-AF-A56N-01A-12R-A39D-07","TCGA-AG-3578-01A-01R-0821-07","TCGA-AG-3591-01A-01R-1736-07","TCGA-AG-3592-01A-02R-1736-07","TCGA-AG-3593-01A-01R-0821-07","TCGA-AG-3594-01A-02R-0821-07","TCGA-AG-3598-01A-01R-0826-07","TCGA-AG-3608-01A-01R-0826-07","TCGA-AG-3611-01A-01R-0826-07","TCGA-AG-3881-01A-01R-0905-07","TCGA-AG-3887-01A-01R-1119-07","TCGA-AG-3894-01A-01R-1119-07","TCGA-AG-3898-01A-01R-1119-07","TCGA-AG-3902-01A-01R-A32Z-07","TCGA-AG-4001-01A-02R-1119-07","TCGA-AG-4008-01A-01R-1119-07","TCGA-AG-4015-01A-01R-1119-07","TCGA-AG-A00H-01A-01R-A00A-07","TCGA-AG-A00Y-01A-02R-A002-07","TCGA-AG-A011-01A-01R-A002-07","TCGA-AG-A01J-01A-01R-A00A-07","TCGA-CL-5918-01A-11R-1660-07","TCGA-DC-6682-01A-11R-1830-07","TCGA-DY-A0XA-01A-11R-A155-07","TCGA-DY-A1DC-01A-31R-A155-07","TCGA-DY-A1DE-01A-11R-A155-07","TCGA-EF-5831-01A-01R-1660-07","TCGA-EI-6506-01A-11R-1736-07","TCGA-EI-6507-01A-11R-1736-07","TCGA-EI-6514-01A-11R-1736-07","TCGA-EI-6882-01A-11R-1928-07","TCGA-F5-6465-01A-11R-1736-07","TCGA-F5-6571-01A-12R-1830-07","TCGA-F5-6811-01A-11R-1830-07","TCGA-F5-6812-01A-11R-1830-07","TCGA-F5-6814-01A-31R-1928-07","TCGA-F5-6861-01A-11R-1928-07","TCGA-CI-6622-01A-11R-1830-07","TCGA-EF-5830-01A-01R-1660-07","TCGA-EI-6883-01A-31R-1928-07","TCGA-AG-3586-01A-02R-0821-07","TCGA-AG-3725-01A-11R-1736-07","TCGA-AG-3727-01A-01R-0905-07","TCGA-AG-A020-01A-21R-A083-07","TCGA-AG-A036-01A-12R-A083-07","TCGA-AF-6655-01A-11R-1830-07","TCGA-DC-6155-01A-11R-1660-07","TCGA-DY-A1H8-01A-21R-A155-07","TCGA-EI-6881-01A-11R-A32Z-07","TCGA-EI-6884-01A-11R-1928-07","TCGA-EI-6917-01A-11R-1928-07","TCGA-G5-6641-01A-11R-A32Z-07","TCGA-AF-6136-01A-11R-1830-07","TCGA-AG-3601-01A-01R-0826-07","TCGA-AG-3612-01A-01R-0826-07","TCGA-AG-3728-01A-01R-0905-07","TCGA-AG-3885-01A-01R-0905-07","TCGA-AG-3893-01A-01R-1119-07","TCGA-AG-3901-01A-01R-1119-07","TCGA-AG-3909-01A-01R-1119-07","TCGA-AG-A00C-01A-01R-A002-07","TCGA-AG-A01L-01A-01R-A002-07","TCGA-AG-A032-01A-01R-A00A-07","TCGA-AH-6903-01A-11R-1928-07","TCGA-BM-6198-01A-11R-1736-07","TCGA-CI-6621-01A-11R-1830-07","TCGA-DC-4745-01A-01R-A32Z-07","TCGA-DC-5869-01A-01R-1660-07","TCGA-DC-6683-01A-11R-1830-07","TCGA-DY-A1DD-01A-21R-A155-07","TCGA-EI-6508-01A-11R-1736-07","TCGA-EI-6511-01A-11R-1736-07","TCGA-EI-6512-01A-11R-1736-07","TCGA-EI-6513-01A-21R-1736-07","TCGA-F5-6863-01A-11R-1928-07","TCGA-F5-6864-01A-11R-1928-07","TCGA-G5-6235-01A-11R-1736-07","TCGA-AF-2687-01A-02R-1736-07","TCGA-AF-2690-01A-02R-1736-07","TCGA-AF-3911-01A-01R-1736-07","TCGA-AF-A56L-01A-31R-A39D-07","TCGA-AG-3600-01A-01R-0826-07","TCGA-AG-3602-01A-02R-0826-07","TCGA-AG-3609-01A-02R-0826-07","TCGA-AG-3999-01A-01R-1119-07","TCGA-AH-6643-01A-11R-1830-07","TCGA-CL-5917-01A-11R-1660-07","TCGA-DY-A1DF-01A-11R-A155-07","TCGA-EI-6509-01A-11R-1736-07","TCGA-F5-6464-01A-11R-1736-07","TCGA-F5-6813-01A-11R-1830-07","TCGA-AF-3913-01A-02R-1119-07","TCGA-AF-6672-01A-11R-1830-07","TCGA-AG-3582-01A-01R-0821-07","TCGA-AG-3583-01A-01R-0821-07","TCGA-AG-3584-01A-01R-0821-07","TCGA-AG-3605-01A-01R-0826-07","TCGA-AG-3731-01A-11R-1736-07","TCGA-AG-4005-01A-01R-1119-07","TCGA-AG-4007-01A-01R-1119-07","TCGA-AG-4021-01A-01R-1736-07","TCGA-AG-A016-01A-01R-A002-07","TCGA-AG-A01N-01A-01R-A00A-07","TCGA-AG-A023-01A-01R-A00A-07","TCGA-AG-A02G-01A-01R-A00A-07","TCGA-CI-6619-01B-11R-1830-07","TCGA-EI-6885-01A-11R-1928-07","TCGA-EI-7002-01A-11R-1928-07","TCGA-AF-4110-01A-02R-1736-07","TCGA-CI-6620-01A-11R-1830-07","TCGA-DC-6154-01A-31R-1928-07","TCGA-DC-6156-01A-11R-1660-07","TCGA-DC-6681-01A-11R-A32Z-07","TCGA-DY-A1DG-01A-11R-A32Y-07","TCGA-F5-6702-01A-11R-1830-07"
"UBXN6",49.336,41.0412,41.5486,45.4748,49.559,61.1794,87.5131,44.8423,52.2751,65.4171,51.2689,41.5191,54.0932,91.5897,67.0712,64.6885,84.745,42.7337,54.6247,110.7709,74.3511,85.8795,73.8268,63.3922,91.9033,51.3729,65.6049,48.5697,47.8634,78.1811,86.4293,70.9586,45.9061,43.6532,30.4299,44.0725,71.4024,51.6695,35.5925,53.9155,36.3769,58.8302,42.2357,47.7812,63.5314,36.818,53.6597,50.2449,68.3384,40.1118,56.5242,58.612,56.6746,53.7512,49.1905,64.3513,67.009,73.4248,58.7106,78.112,81.8903,89.1973,42.1044,58.455,82.3508,61.8757,45.3906,77.0442,57.2994,59.8472,65.5779,62.7325,42.8153,49.0961,55.9779,54.756,51.8037,53.7406,59.1212,60.7017,39.7746,45.8004,47.0011,56.9807,46.2518,72.4245,73.2638,50.0811,79.1745,134.4704,54.9119,51.4388,112.3306,54.0931,37.1347,44.5889,45.5743,30.1859,50.859,75.7526,71.3612,61.9797,45.5425,62.3022,69.1146,115.5672,121.5946,50.358,72.2072,87.2621,66.4419,75.4212,65.9046,42.4439,35.5399,43.1809,81.4885,49.8747,49.2073,47.4028,53.2273,45.8434,53.1114,30.7346,96.3418,75.0965,41.7548,50.5666,61.0223,65.2473,69.5563,66.8605,48.8535,84.2179,80.8669,41.5542,54.3597,26.1689,34.838,59.6748,49.8204,66.7131,55.1839,48.5914,57.253,71.4186,59.9776,50.5439,83.1607,81.3864,50.3103,63.7822,61.6653,67.1689,99.5458,32.664,50.1121,97.878,51.0032,54.05,104.1763,65.0093,72.6111,42.8118,64.5717
"HDGFL2",50.9599,21.9139,33.479,36.5833,51.3049,38.5595,52.812,43.4985,32.4045,25.9861,41.2896,29.8111,26.9752,37.571,41.4255,43.7179,27.1904,31.277,36.948,41.3958,24.1715,23.3076,31.6582,24.7064,37.7219,45.6465,57.9622,33.0417,31.8966,43.2956,184.3481,58.5941,44.2175,23.6971,26.2006,33.1377,42.2776,37.3265,40.2112,19.19,14.2561,23.9532,45.5975,48.7709,45.3161,25.1514,29.8138,29.6511,26.2143,36.7499,66.7852,35.7762,21.4775,40.2274,27.3527,35.2324,28.9239,34.3651,20.7235,24.6396,36.9122,29.916,31.2656,38.9735,43.8723,28.3306,26.4231,47.8182,42.2798,46.5139,29.0744,46.9899,43.0263,41.1463,40.2312,50.1894,42.8838,44.8112,65.5071,27.7904,32.755,36.3245,29.7966,32.8621,38.5099,65.6233,63.5305,33.2758,43.8345,76.4703,23.91,28.5302,44.0324,38.2937,28.3493,43.3467,69.8832,34.9408,45.0248,50.7292,58.2986,40.0286,34.5413,34.4919,31.2065,50.8706,33.9115,16.9418,39.1791,28.0437,38.7859,49.6478,35.4917,28.1254,38.6663,45.061,39.2456,33.7675,35.2849,33.8339,51.08,38.4329,55.7921,26.2223,61.7552,56.9751,24.9215,41.1661,45.2771,35.3295,66.2765,41.6017,15.0107,57.1952,34.366,40.1489,36.3779,16.2831,28.6265,34.6607,43.8182,41.7562,34.4007,43.8418,18.6569,33.44,26.8086,46.2343,39.702,39.7215,55.1115,41.8445,43.7202,35.7268,58.7267,30.7135,27.6178,61.0226,27.1094,59.1602,61.2201,35.6284,49.0491,45.9653,40.0284
"SEMA6B",1.8809,5.1865,7.5221,9.9936,7.4428,2.6453,67.5002,8.8413,9.5282,3.4728,5.8244,1.6524,4.0576,7.3663,4.841,3.9171,18.1577,2.2183,6.3062,24.345,10.5622,20.3378,6.0076,3.1427,8.3908,11.6242,5.0698,5.582,2.0425,5.3873,3.8683,4.9207,6.5107,7.7951,2.0638,2.4745,4.8308,10.4303,5.1848,3.0747,4.4787,3.939,4.7246,4.5213,5.2183,1.6186,5.0897,6.4243,32.2665,10.4123,6.6762,5.5023,1.9531,6.2183,4.5618,6.0664,4.2473,5.0495,2.5877,31.8822,5.7872,4.357,7.9851,5.9825,11.4302,7.1673,3.1725,6.6483,4.3233,4.1898,2.3192,3.3567,2.4184,4.969,2.8627,6.7048,5.901,9.7038,12.0481,2.5505,9.302,7.9463,3.9095,2.2415,5.846,7.2205,3.8317,4.9894,3.6154,3.361,3.7034,5.2994,14.0982,5.0127,5.9098,8.9829,11.9599,0.8747,5.5536,8.4013,15.1858,2.0289,5.0712,6.8342,7.4067,15.5479,12.3872,3.7318,14.3361,3.4754,4.6222,4.0075,2.4721,1.7343,5.3139,12.7549,4.1961,4.6961,2.0679,1.8929,4.6325,8.8425,6.093,4.6272,5.6549,11.3709,1.2114,9.912,11.2233,5.0827,5.1193,5.3095,2.542,11.635,4.694,8.7595,2.3306,2.7869,4.0372,15.7195,5.1222,7.2041,1.742,6.8285,4.469,8.3119,4.2838,17.3161,6.9964,8.8557,10.1902,4.0166,3.984,7.9274,2.7086,11.7803,10.7943,5.3178,8.1799,11.9874,6.1809,12.1531,6.5472,2.1191,7.457
"ZNF444",11.4996,8.474,19.8099,18.3576,19.0201,15.9501,11.0526,18.571,14.8059,12.2886,13.5674,13.5089,18.3749,18.7616,40.2675,18.2451,36.0478,16.6572,9.8856,31.0526,29.3901,23.0715,17.7217,11.9154,23.7277,23.1735,26.2604,32.6292,28.1176,24.5792,24.7917,9.9437,14.5522,7.9703,17.6202,7.4943,19.5727,14.0364,10.1122,12.8455,9.104,9.9532,15.9797,22.7161,30.1037,11.2066,21.6383,17.9436,12.2823,15.132,20.5732,27.4935,8.0774,17.3787,16.7508,16.6457,12.5178,17.6799,17.6602,16.841,29.8577,21.9369,10.8623,16.6643,15.1175,12.8519,30.5164,14.0137,31.5975,9.236,15.6345,13.1442,16.0047,22.7623,16.5167,15.198,12.4646,13.076,20.9925,12.4631,13.8006,12.6686,11.6496,11.0799,11.3992,17.8893,19.8282,15.3985,9.4008,11.8197,10.5311,9.5831,62.857,15.7269,13.4857,12.9313,32.8805,22.1657,10.515,12.0244,9.8063,13.5456,16.6731,24.7018,16.8716,24.9221,26.9543,9.1167,15.2061,18.2238,14.8154,27.2605,24.3108,13.5097,15.8758,25.3558,6.3859,10.8188,13.0279,12.2899,19.9066,6.7905,18.8135,14.6238,23.4991,21.8983,9.4909,13.0619,10.0215,11.9056,23.9576,19.9777,5.8767,30.4925,20.2721,17.7534,11.3567,6.6716,25.6462,12.8953,14.0088,13.124,21.5144,14.9542,10.6181,22.6552,22.1755,14.495,17.3597,22.106,11.1624,48.4413,24.2996,20.0347,57.3426,26.542,29.626,12.5989,10.0352,14.7191,13.6597,10.3609,13.2578,16.0858,11.4421
"NXN",2.8206,8.8787,8.3076,12.1934,5.2406,1.0579,42.6128,8.1332,6.5979,6.806,6.4542,2.9491,2.2797,4.9921,5.7443,2.1108,6.2314,3.2365,4.2552,13.211,5.2544,14.2412,5.0577,1.9093,5.199,50.8238,1.1481,4.4096,1.433,6.3978,1.0187,2.5649,5.5518,7.5588,2.7223,2.3613,5.4929,21.0103,1.9542,2.8721,42.7127,12.1902,2.445,7.9643,9.0266,1.5017,24.8034,7.1933,18.5741,10.9497,12.698,3.7406,1.6471,4.8284,4.7431,3.2085,2.908,4.5582,1.9662,15.7153,4.6599,3.8629,7.3671,8.1693,14.8654,14.0677,3.1606,14.7532,2.1211,4.9654,2.7091,1.7347,2.6542,5.0097,5.867,6.372,7.546,3.2698,19.6222,7.4401,2.8799,16.8892,7.4823,19.9463,11.0838,5.3578,6.5536,2.9132,3.2462,5.9474,10.2083,1.2416,5.5506,1.0777,6.0278,19.4727,3.8607,0.501,2.8282,9.9716,18.8576,1.2677,4.0933,5.385,6.8604,11.8711,3.3218,9.7859,21.9468,4.9768,1.4445,2.3285,4.6347,2.642,11.176,11.2052,4.4139,6.3835,6.5253,12.6536,4.3435,6.5719,4.0321,5.3104,10.247,21.9384,1.1147,27.7942,14.5176,8.0488,8.8462,5.6621,4.0417,9.8265,36.1996,8.1441,9.0359,9.1774,8.7835,30.647,8.0744,8.4417,3.1209,6.6861,1.7483,6.6706,3.0479,16.7014,7.6458,6.3118,12.5123,2.2809,3.6732,9.632,2.8545,7.8765,10.7052,8.0478,7.9885,7.2573,3.9393,17.5573,15.0562,0.8172,43.1803
"TLCD3A",35.3079,30.4141,35.8218,40.8982,60.8958,43.5463,41.4704,63.301,48.971,50.0175,41.6526,49.0439,63.963,45.6906,51.7786,77.5717,79.184,31.3139,25.9845,97.1583,74.6055,56.0897,39.0697,51.6561,46.817,59.2994,76.9715,25.5855,38.7396,60.2823,71.2218,37.1707,40.3821,28.6145,63.1034,62.6927,57.7122,23.6961,32.2824,66.3455,19.0889,26.2889,97.3602,32.709,54.9024,89.7788,34.7583,49.6818,67.8558,19.2163,34.7878,34.942,45.447,53.9831,37.4496,62.4913,36.6135,40.9217,50.7281,60.0752,73.9793,53.1435,34.2035,37.1272,44.6012,33.3641,38.949,33.8189,33.4601,34.5898,30.4163,20.3585,34.5821,30.6018,27.1994,61.9443,51.5962,44.1693,80.9429,14.8577,92.722,19.3109,20.3089,33.7002,21.2708,93.2706,94.1736,31.8016,30.121,36.186,47.2463,33.2895,92.7967,87.639,84.4756,34.7555,27.2663,29.8095,36.9148,27.3837,57.8619,55.5019,32.7072,38.9991,35.2279,40.2864,33.7429,28.5933,52.7164,46.4381,16.7574,48.5278,40.7722,56.2208,31.9045,100.7251,56.1399,35.8638,51.8765,20.6428,58.2037,51.2382,97.3027,22.436,24.6162,25.7657,30.2947,41.2751,24.2145,33.1481,28.6898,97.9615,27.3634,32.8728,55.0659,23.7179,44.5761,5.1213,23.3735,25.6062,36.3386,20.1312,38.8952,25.8615,73.087,51.0124,46.5934,46.2047,44.8025,43.6609,15.4744,72.534,30.3388,34.9971,58.259,35.4519,26.7148,36.4705,23.4386,26.1758,29.0118,60.7877,79.2361,19.1089,30.3335
"GLOD4",41.1324,35.8348,35.6943,32.0532,55.5804,42.6244,31.5169,46.6284,50.3027,33.3602,25.3155,40.5274,45.0184,26.589,38.1595,51.7041,11.9753,31.4633,28.792,22.6214,26.5144,16.8173,30.8321,49.4069,43.0181,59.3461,40.7694,32.8174,38.1953,46.9336,39.3784,47.2497,78.8859,69.9493,48.5515,69.117,68.6922,44.1167,37.9233,34.6859,26.0425,45.0845,51.864,33.8329,31.7265,36.0026,23.7696,32.9284,31.5436,26.4621,37.0881,34.5876,28.8153,52.712,26.5557,23.606,29.3201,32.0713,36.8167,20.8872,55.7157,49.8,27.1406,31.3115,26.5138,41.6215,30.5524,23.5916,29.2878,30.1562,21.6248,22.3135,42.3653,32.2396,28.1369,42.802,38.381,53.9899,45.6343,25.4122,56.6068,26.3806,27.2357,59.2783,33.6036,74.3084,68.3694,31.1968,40.4408,38.848,57.01,33.4898,12.5484,53.6013,47.0276,31.6253,13.3688,29.192,53.3345,34.89,76.6292,56.4783,51.4694,38.449,38.3664,36.3802,20.244,29.4161,50.2759,29.2425,22.8502,27.6412,31.9535,45.7427,21.4985,60.0205,55.019,76.9711,40.0126,21.6996,77.8355,41.7474,66.0514,24.121,34.0803,41.282,32.8057,56.4241,28.4794,40.671,35.3693,47.1043,25.5136,30.2377,31.9065,37.8779,56.1525,16.6054,26.2309,26.9541,26.9087,62.8405,47.9582,41.9208,46.5306,26.8481,23.0326,42.2748,30.3953,32.765,35.019,50.782,28.4201,22.3602,45.5657,41.3926,48.7322,35.7985,32.3906,28.5734,68.1818,62.6002,70.6725,41.7034,31.0107
"MFSD3",38.8629,19.1999,23.3646,36.714,43.3017,48.36,17.1861,51.304,45.6693,111.3295,18.6287,61.8879,103.4811,48.0558,120.7092,72.5503,349.86,19.4091,47.1948,120.7985,109.0109,213.3615,85.3171,81.7973,81.2252,49.2462,65.901,216.9134,46.4666,101.2875,120.643,48.3435,39.277,25.1197,58.5262,58.6449,62.769,57.9269,27.5008,67.4669,35.0362,39.8234,91.7791,177.5542,90.0397,80.7016,44.0135,36.7755,77.9938,26.8428,40.4677,68.8762,32.0598,37.4236,40.6467,29.3446,86.8489,83.054,33.2721,92.4663,214.1138,158.9946,69.3754,111.5034,119.918,39.3113,108.1895,105.5046,123.1619,189.8526,159.9348,42.7026,16.7924,89.1288,73.3391,68.1255,26.0852,37.2218,78.643,17.7295,70.4587,32.3803,16.581,25.3406,13.4151,49.9139,67.7777,77.3183,99.8867,121.8098,169.5516,28.2898,390.4563,113.0396,107.1615,88.4467,246.3829,50.9789,30.4456,40.5925,35.5432,43.8873,44.8834,135.011,151.3971,78.3469,147.7428,47.3144,58.3045,119.8012,48.5326,103.2245,39.883,42.1738,26.6656,36.3616,31.081,77.1731,32.7613,56.3114,38.8041,49.3759,29.7409,44.3278,69.3613,82.9505,39.3565,50.9912,31.1543,96.2168,149.6996,105.2504,62.7694,38.6957,261.0935,19.7072,55.9087,16.9609,43.9857,50.6344,18.3207,135.2738,38.6217,38.5152,107.8851,183.8273,53.5685,63.2537,77.589,119.5856,65.4268,286.9329,281.0171,98.8373,63.7496,53.0584,122.6381,32.9617,46.421,32.6971,69.5888,24.6699,66.6073,48.6476,46.0069
"GPT",9.7379,29.5166,0.4682,1.9696,6.4511,34.08,4.0158,21.2498,2.9139,18.7111,7.3258,0.8106,4.2982,31.0882,2.5091,7.5964,16.2678,8.2714,1.162,45.8555,14.453,9.7179,45.0905,18.3332,17.9107,0.9271,6.5243,2.8677,10.472,20.4133,3.7086,0.7112,2.1272,27.6667,4.1062,19.4821,2.6193,3.7109,10.1848,14.8415,0.5807,9.8465,5.0345,4.1715,6.9685,2.213,1.071,9.6841,2.8753,2.1701,1.9654,7.0004,3.2924,2.4244,5.9933,2.3968,3.6843,11.3548,4.8646,3.9088,4.7447,3.5788,1.2894,18.0067,2.2648,13.3738,4.7085,1.816,3.1665,14.6867,34.1591,1.1694,0.6034,5.0832,6.233,3.1378,2.4215,33.77,4.5191,0.7394,3.8888,4.9857,2.5079,2.5255,0.9116,4.6388,9.2694,13.4364,4.7214,3.0156,38.5964,5.832,48.5605,10.1788,3.2342,6.1179,117.223,2.8482,3.6608,22.0725,2.366,11.9011,19.5698,2.1629,3.102,14.9567,27.0848,15.9964,5.4965,17.4788,8.3179,28.6244,9.5853,5.6454,1.607,9.1114,2.5983,1.7174,2.4417,2.6632,14.4697,0.3495,6.7922,1.8015,7.0469,8.5097,23.8863,0.8394,1.4722,4.0627,3.9593,5.6905,8.3745,1.9732,5.6844,0.9027,3.2405,5.0562,1.0883,1.0399,0.6783,9.9067,6.5496,4.4558,15.7732,22.6211,4.8965,8.7525,4.5354,5.3022,4.6723,8.7864,8.5108,11.3765,6.8075,20.3669,7.5743,1.9107,14.936,2.2543,2.0081,1.57,14.7505,13.1929,3.9268
"KIFC2",4.2186,5.3715,3.2763,10.3579,3.4197,5.9537,2.6916,23.7744,5.1388,15.1338,5.2176,10.7927,17.3679,9.142,18.1977,18.5959,31.0053,8.5151,18.3093,16.3581,34.4063,22.1121,55.2937,6.8171,15.526,21.7507,16.4001,30.9387,14.2703,17.6653,19.1364,7.5971,5.7549,3.3996,13.9963,3.5969,14.4454,7.5359,11.3194,11.9076,17.8947,8.4373,26.4916,63.222,53.9839,25.2351,11.51,37.7546,11.137,20.1977,18.8878,62.9074,13.875,7.9982,23.5541,9.3269,13.5976,15.8881,16.4445,16.4434,17.3945,11.6262,22.1757,33.7176,24.4229,11.5029,35.0164,25.9438,39.3254,66.7913,61.021,13.7015,2.1314,43.6779,16.0346,19.2031,16.5431,12.3308,26.5228,2.7255,15.5727,10.3037,9.5321,6.2606,2.9863,12.1652,18.2073,4.9351,13.8537,30.6732,28.963,17.4905,62.779,20.9227,18.8482,26.9645,0.5021,20.6562,11.4759,18.0999,10.9897,8.9202,19.0834,29.7312,37.0842,14.1247,14.6247,13.4126,8.9509,18.2643,17.6047,33.1216,32.7709,4.5881,13.7925,11.2362,3.1883,6.857,6.252,15.1435,15.4742,7.2885,3.6853,9.8308,22.8969,27.4485,6.1531,9.5997,7.5858,26.3651,58.5869,36.4101,4.7684,3.0729,53.2056,11.2045,11.2128,17.4681,4.4287,9.4346,2.2068,21.045,38.1369,21.0396,9.2608,54.811,11.8731,8.4862,25.6482,22.9701,34.6601,59.9839,74.3996,13.1356,12.1166,15.4081,46.0804,27.3875,5.791,13.6021,21.4977,10.3786,6.0546,16.6998,9.4656
"SLC43A2",4.2997,12.8961,21.9713,17.0226,27.5937,15.0133,17.3859,18.6205,12.6675,10.8555,11.0119,33.5146,27.806,16.0084,32.9202,20.6297,39.6269,7.9175,7.6323,24.2987,29.7258,16.5906,23.4204,13.6892,18.0881,16.6066,16.8332,16.5173,13.8936,19.6126,21.9992,19.0598,12.2574,19.935,10.9378,16.0226,17.2416,20.9664,10.6225,4.2531,3.6627,12.6899,14.3673,21.0165,9.4645,14.7082,8.4446,7.9451,24.4313,8.5259,13.9765,6.2044,3.6762,14.1925,7.9649,9.0534,11.0608,12.328,5.0425,18.3463,17.7835,20.0708,6.4506,10.4467,20.1883,13.2201,20.3072,10.3466,13.473,8.788,8.1589,6.4106,7.9027,9.9698,7.6774,20.2622,14.3331,14.3641,16.745,6.483,16.0143,13.0596,10.4994,12.6765,8.2678,11.9009,18.9608,16.5983,5.8774,8.2037,22.4545,11.2808,17.4273,22.8974,9.8353,13.2722,6.7282,13.3391,13.5758,11.4086,7.6129,23.33,9.2581,13.1979,18.8921,30.483,19.6276,10.7188,20.2258,14.1415,4.8127,17.8289,11.5696,10.1598,4.555,30.9317,15.8678,10.9005,15.8968,6.0491,20.3337,20.3041,20.9824,12.7987,16.5669,10.0098,6.0687,18.4087,12.5763,10.4926,8.0047,12.7632,2.9925,19.986,30.9948,6.7837,16.7986,3.1507,9.4081,11.2005,8.312,22.0545,10.1507,13.4728,12.2757,10.1013,3.7433,18.6986,9.2416,11.4782,7.1014,21.942,20.2253,8.7345,29.2822,14.4337,20.1407,12.433,11.0327,9.2509,14.9553,14.2547,20.4735,12.4312,11.9327
"RILP",9.1581,24.3918,10.3432,8.648,11.0519,18.0146,12.9559,18.7044,11.0797,32.0732,10.5358,12.6075,19.7014,25.0572,19.5587,52.2149,7.8719,9.0365,5.5856,24.4375,24.8482,20.8718,50.726,47.3923,25.9247,27.5873,15.0539,10.9974,24.1746,25.2647,11.9787,17.186,11.3217,17.9785,21.2029,34.9637,14.9237,13.0793,10.8301,37.9208,28.0656,14.4893,18.2648,10.6339,19.9995,24.0154,17.5028,16.7309,28.6449,8.0463,5.4656,9.5884,8.7649,10.5944,23.9193,14.3712,15.8599,25.1408,18.0374,20.7048,13.044,25.0562,14.4001,13.8234,25.8154,23.5775,19.1903,20.1454,14.1089,36.6965,27.7278,5.2709,5.4052,14.5477,7.7432,23.0574,23.0312,20.0918,15.6939,6.9729,18.6747,6.9889,8.8477,17.7739,17.3716,17.5088,20.7207,13.7553,12.906,14.6073,31.6917,22.0542,9.9965,19.1879,11.6539,8.3581,15.5572,5.8261,10.3266,19.0861,19.0441,27.648,13.0315,28.4186,20.1147,28.8895,29.6581,24.8243,35.0074,29.7453,20.4988,31.805,26.4031,23.7733,6.9954,10.3153,12.7547,18.3298,11.1848,6.0053,15.7194,10.8417,13.6281,8.7927,17.8902,17.5424,14.9488,15.561,16.0224,12.4558,9.7984,39.5785,21.348,12.8976,34.8237,3.5065,6.8345,7.0396,7.1489,13.3388,9.9726,28.1105,12.2726,26.7865,32.2875,20.9046,8.7252,12.6034,22.2218,31.4188,5.1217,17.5984,21.6952,8.7328,16.1038,12.165,13.6571,15.2367,15.0046,6.0261,15.6274,13.8646,19.5235,14.9156,15.4053
