""," Hour 00"," Hour 005"," Hour 012"," Hour 021"," Hour 029"," Hour 045"," Hour 053"," Hour 060"," Hour 069"," Hour 077"," Hour 084"," Hour 093"," Hour 101"," Hour 108"
"TMEM127",9.865366607,9.584686459,9.519295407,9.769763881,9.858929321,9.677877815,9.681330551,9.145922949,9.901898112,9.799660405,9.721249781,9.825184949,9.70109415,9.845212423
"NLRP2",7.682398574,7.546921542,7.738048441,7.633761461,7.488103345,7.387446859,7.448732716,6.504652017,7.319897401,6.73519353,6.996335623,7.659234187,7.798343944,7.375366615
"INTS8",9.469690846,9.624566317,9.714889707,9.178446868,9.4572413,9.590553525,9.475785549,8.230182337,9.193015057,9.209919598,9.351221546,9.409840716,9.374337466,9.304579768
"ZNF692",8.309738898,8.642227546,8.535521628,8.543546419,8.803301547,8.377675498,8.469243735,7.752049393,8.108316605,7.725732669,7.958720218,8.080831935,8.237725398,8.300071329
"RNF126",8.240104186,8.280648453,8.484374782,8.262629761,8.356893933,8.29822596,8.148123831,8.134856547,8.020172872,7.727612634,7.774094948,8.137828763,7.93101676,8.011985346
"PRKAB2",4.375823224,4.557494136,4.683256899,4.943115629,4.774555991,4.794083214,4.904452503,5.734567177,4.744012528,4.630177277,4.788660832,4.736922139,4.746561288,4.848088113
"PRPF40A",8.85573177,8.620908598,9.243747359,8.280222571,8.549184456,8.944160402,9.140100215,7.969277906,9.100876672,9.119715138,8.782553395,9.020916189,8.839324331,8.675045713
"DDX27",8.917066564,8.82137695,9.126487271,8.770772861,8.917832843,8.77325626,8.821279971,8.46114272,8.560794335,8.44675694,8.510046901,8.833282935,8.812693468,8.71071912
"HIF1AN",7.900365307,7.800681125,7.78314795,7.841932634,7.951689648,7.85899551,7.798104232,6.522453666,7.811504222,7.862016608,7.994604391,8.059819778,7.914314488,7.990431042
"ZNF446",7.181291031,6.921717815,6.941372475,7.339799355,7.25817451,7.047590186,6.937546309,7.458482852,6.855218309,6.788823698,6.859354344,7.077956594,7.104415865,7.11811347
"CDC37L1",5.90715877,5.725214571,6.181668384,5.394005274,5.559033388,6.127084623,6.068611885,5.057739961,5.563038217,5.625839159,5.42660116,6.043834439,5.410866495,5.614982087
"NPLOC4",9.986322691,9.891784906,10.01069394,10.18399461,9.987014426,10.0327499,9.922191144,9.062089604,9.906318913,9.695788665,9.823479941,10.07187954,9.943716746,9.902310955
"GPATCH2L",5.725441278,5.556655074,5.626770932,5.948210229,5.852649062,5.638672216,5.814345598,6.336810426,5.978574354,5.838969145,5.98233201,6.099384015,6.147104526,6.01176048
"MFN1",6.675014676,6.831359189,7.018599751,5.726020971,6.323848226,6.724886153,6.950821326,5.653340643,6.88736916,6.615241969,6.223426583,6.595660658,6.120669226,6.351557032
"PRKACA",8.013240544,7.918249711,7.733988221,8.231654768,8.114741894,7.805689994,7.664793299,7.349340579,7.674136895,7.614665814,7.499492791,7.864881371,7.882349603,7.971703316
"PEX26",7.266124184,7.034543702,7.543660875,7.466916938,6.841036493,7.358705181,7.461115173,6.244305777,7.582998619,7.121049636,7.415412377,7.465204886,7.645718357,7.266685179
"PPP4R3A",7.785519276,8.041465227,8.200830601,7.238491264,7.88530514,7.744477034,8.130895456,7.015282184,7.790633207,7.567586941,7.448366529,7.779681596,7.524625203,7.224126847
"LIMS2",7.228368713,7.304546828,7.192353845,7.641974768,7.366252703,7.221852445,7.086052526,7.218405479,7.063032365,7.007366593,7.158683515,7.041236705,7.461004444,7.224593405
"PRKACB",8.027296499,8.398401074,8.888052667,6.690072451,7.565453198,8.186785619,8.227713254,6.343958838,7.615574086,7.956902052,7.516264984,7.747494455,7.678192229,7.688654075
"SCYL2",5.801104306,5.99308656,6.072992709,4.707420889,5.76031563,5.850506233,6.440751839,5.468411266,5.926315555,5.92718991,5.306963982,5.301029882,5.274845756,5.245685424
"KANSL3",6.837694481,6.522146936,6.587546708,6.956964648,6.646718551,6.358107977,6.487135688,7.009491954,6.669242736,6.745588352,6.851806217,6.728227708,6.985514379,6.647158449
"MREG",5.717950194,5.581296805,6.194926815,5.081252279,5.636810439,5.974538176,5.844022388,4.794147074,5.46562819,5.243823039,5.279199977,5.760289651,5.613867513,5.4690104
"TRMU",6.948026356,7.218315407,7.09062803,7.060431715,7.004150784,6.954214809,6.937187054,7.196126783,6.885235105,6.659788936,6.81195398,7.135758705,6.734319638,6.89570342
"YEATS2",7.451528427,7.486889812,7.545374466,7.320913258,7.357750323,7.44705694,7.421359286,6.574633184,7.64163261,7.338756359,7.358902756,7.291544611,7.166944923,7.297639469
"PRKACG",4.80637252,4.703798915,4.779672015,5.027659053,5.06155205,4.750457823,4.795368675,5.77185774,4.872490081,5.090118973,5.004596434,4.992778795,4.997038009,5.015869735
"PACS1",6.738681178,6.583103708,6.60504444,6.915914286,7.035274998,6.604184231,6.586915589,7.632552969,6.237527147,6.165179145,6.112757111,6.363569255,6.18085246,6.337026989
"FRMD4A",5.465630401,5.352606104,5.216848288,5.672468985,5.174235871,5.447935914,5.02850681,6.135352334,5.501028931,5.778218107,5.646848601,5.497895248,5.449592272,5.071248976
"LUC7L",7.997980209,8.460718036,8.341743385,8.177735766,8.276781804,7.951601807,8.04505632,7.653798992,7.799261056,7.407811656,7.623608146,8.093245971,8.124315496,8.112558874
"KDM4D",3.744768216,3.972971411,4.106512561,3.909568377,3.742837606,4.074182131,3.798283469,4.539250014,3.966739174,4.014597521,3.687042753,4.08693464,3.949145019,3.939047766
"NSUN5",8.733191019,8.948938568,9.024036745,8.458630511,8.96569124,8.788343375,8.621058441,7.548583133,8.757622112,8.341613115,8.453419355,8.574923116,8.479820117,8.423311776
"RBM22",10.09487595,10.05227097,10.06436607,9.474887991,10.09716706,10.00309295,10.14836391,8.983338777,9.966789941,10.03396041,9.799148944,10.16068466,9.758854965,9.965158111
"VAC14",7.184622782,7.424545166,7.305434381,7.630815011,7.536072607,7.227151482,7.18537544,8.02355473,7.376325559,7.386300569,7.27492999,7.372540933,7.060255246,7.485228298
"IARS2",9.009526266,9.121853466,9.158264752,8.541185488,8.790608514,8.91341747,8.920133264,7.721312751,8.609412615,8.687140245,8.514678809,9.051094953,8.700227664,8.865705451
"PKIA",6.768626808,6.687435554,6.954376434,6.288788238,6.295661067,6.830434355,6.588480595,5.133388169,5.84934004,6.23464288,6.198485479,6.5181556,6.302620923,6.443366044
"YJU2",7.618563978,7.590985326,7.661517376,7.62266198,7.664666366,7.581434884,7.568813598,7.632915762,7.73171675,7.65353341,7.58172635,8.196634953,7.774737048,7.835123509
"POLR3B",7.197177253,7.267039068,7.409628886,6.965890307,7.023527785,7.245656976,7.123510046,5.897901251,6.710795945,7.010826985,6.679476994,7.387832507,7.354474811,7.12220553
"CCDC88A",4.877681252,4.903993004,5.146271069,4.612075746,4.751285671,4.767459212,4.714010077,5.174950116,4.696384588,4.697643539,4.68380371,4.735157641,4.674459329,4.540720214
"NDC1",5.49241561,5.380011727,5.96549953,4.969595139,5.070692012,5.627661704,5.520205974,5.107826225,5.139372446,5.109854307,5.21607606,5.238921103,4.964052226,5.371466484
"NECAP2",9.667456908,9.814261758,9.827656582,9.533739501,9.733790957,9.806873236,9.75369884,8.989356883,9.669266255,9.62635435,9.722061905,9.988679345,9.708742548,9.55414068
"KBTBD4",7.68204433,7.684285359,7.653630171,7.171190953,7.766416321,7.660748421,7.761830557,6.263306046,7.684350134,7.624096735,7.652385965,7.848069479,7.496545805,7.846499213
"FAR2",8.410908066,8.317195631,8.03409699,7.959839277,8.551224518,8.189915499,8.757383538,8.529246378,9.942028233,9.471829971,8.873869108,8.384627689,8.276407004,8.393672859
"TENM3",4.397879957,4.480394579,4.200737403,4.69156171,4.630801755,4.227713542,4.32967209,5.904404288,4.27129011,4.431476441,4.367918278,4.259447288,4.354984005,4.482380862
"DOK4",5.582745351,5.426184228,5.497481866,6.228733979,5.5045471,5.344973111,5.369040555,6.146300559,5.34436214,5.431302885,5.570239185,5.444122526,5.567578989,5.608434482
"LMBR1L",8.494534248,8.519767861,8.655183829,8.50536992,8.595175432,8.529308999,8.598982975,8.705522,8.594930866,8.082461698,8.301933341,8.774678374,8.46160729,8.577456545
"WDR11",8.686454891,8.893662074,9.044339721,8.079935762,8.667934832,8.782534783,8.990766393,7.287947347,8.437280186,8.619417951,8.353941286,9.016062753,8.641544619,8.435204314
"POLR3E",8.828127545,8.923544872,9.161901266,8.574970665,8.802990222,8.916978789,8.827281414,7.602466358,8.709750522,8.415712952,8.31281045,8.812095524,8.640730688,8.629357795
"SLF2",7.11051259,7.448188194,7.428437637,6.66754359,7.279284613,7.23712177,7.288056901,5.912919748,7.102603031,7.008143034,6.834106854,7.170256496,7.023982292,7.112488213
"PRKAG1",8.450317048,8.318499499,8.343420489,8.13294891,8.36783048,8.375718188,8.271060225,7.586565706,8.431614475,8.419185846,8.367894661,8.610737425,8.559406953,8.602874068
"TSR1",7.073376375,6.976246123,7.047783372,6.465072918,6.912382758,6.856449902,6.998383568,5.828480751,6.860750688,6.830118294,6.76786993,7.09707619,6.924777212,6.772823703
"IQCC",5.55017643,5.669371061,5.427672769,6.359112475,5.676469277,5.506981119,5.402083,5.534913396,5.401748567,5.503927793,5.679744096,5.567986558,5.681278965,5.882428882
"CEP72",6.443236889,5.954828722,6.382754981,6.441390729,5.846057786,6.148220762,6.178663812,5.888217999,5.941867465,5.861684976,5.860034387,6.579812075,6.286160388,6.476451093
"ASF1B",8.377703748,8.209576923,8.008055685,8.27209906,8.404485247,8.333154618,7.997510731,7.882789916,7.699418836,7.709102009,7.540881794,7.647177217,7.277205905,7.881421415
"INTS13",7.482489814,7.735940787,8.233824926,6.570299563,7.287603482,7.748311655,7.660308624,6.145191649,7.366630668,7.442002963,7.319525826,7.85070251,7.344584058,7.448579419
"BTBD7",4.068890591,4.101526873,4.082575183,4.03679228,3.942299994,4.138689526,4.186976881,4.787752616,3.856817636,4.237205831,4.110811765,4.023977733,4.048349166,3.848215439
"ATF7IP",9.682079678,9.294909213,9.382539221,9.029139473,9.527991928,9.15605858,9.338438272,8.159260611,8.881718222,9.266847524,9.293847704,9.195510403,9.686987358,9.444602796
"HHAT",4.883204156,4.703792026,5.25371948,4.921707151,4.768987674,4.640406151,4.880543418,4.637000399,5.021348199,4.305161971,4.49739063,4.70001142,4.949123823,4.750438713
"DNAJC11",8.316539496,8.477226153,8.59882869,8.568844028,8.577821733,8.335482587,8.271193932,7.651459655,8.109612018,8.097958024,8.342810646,8.346267313,8.427644911,8.341631399
"VPS35",10.98929336,11.36390725,10.90144389,10.74062892,11.35171853,10.9063024,11.00569621,10.34627678,10.69652235,10.68483618,10.71610547,10.93296967,10.8729446,11.11590355
"ARFGAP1",8.467431919,8.723166364,8.590170254,8.600320027,8.65335379,8.7128445,8.529676329,8.53166473,8.64405897,8.39560786,8.583797841,8.806642276,8.62630689,8.463325622
"NAXD",8.590440046,8.641149284,8.862004135,8.390953092,8.623451592,8.718654811,8.612488235,8.1202663,8.487651204,8.177223553,8.384191503,8.657227885,8.563617898,8.493519189
"PRKAR1A",10.65291028,10.79887435,10.48100161,9.345123371,10.66834732,10.2870856,10.61253734,9.321274614,10.40309264,10.61442596,10.18819513,10.26112918,9.895136222,10.10286829
"ENAH",4.119688129,4.47427493,4.034135919,4.128087905,4.219518793,3.96689871,3.93191824,4.138751489,4.215649814,4.044342258,4.149907389,4.061237857,4.126526429,4.204946125
"EDEM2",8.861295586,8.951457668,8.838383589,8.539599623,8.969957165,8.988911075,9.1062033,8.304476203,9.407389417,9.246828601,9.312834409,9.267251898,8.87736411,9.101088478
"PARVA",4.524793772,4.131234615,4.389317675,4.920167219,4.694914539,4.323143466,4.369600895,5.576237859,4.392735126,4.461465151,4.631501928,4.287815897,4.341634812,4.820040229
"CHFR",9.850957937,9.851850144,9.848700192,9.814428863,9.900325404,9.908885493,9.874737589,9.269486525,9.937144805,9.797400319,9.643808406,10.17819328,9.777570935,9.927153561
"COA1",7.32838184,7.102483405,7.242408692,6.826790706,7.013815907,7.468352998,7.28572274,6.457947649,7.253231857,7.069542381,7.068199393,7.372915557,6.953748465,6.926499227
"AP5M1",7.518246154,7.530234079,7.664554867,5.79887408,6.911343588,7.364787845,7.566597103,4.530759911,7.289801407,7.773480467,7.511126431,7.866238298,7.191527599,7.364638914
"NUP133",8.671419813,8.625230142,8.703859922,7.815509713,8.321064942,8.468109412,8.487893071,6.745082484,8.11640977,8.174804281,8.144916885,8.557794206,8.345602383,8.444970181
"CNDP2",9.974389964,10.03269101,10.11851205,9.736659945,10.08122354,9.786498903,10.21980015,9.80303562,10.59142984,10.58721871,10.44222694,10.56269507,9.992789201,10.2001662
"AGK",6.998266557,6.913952501,7.120716228,6.239085393,6.656531678,7.01010207,6.859140534,5.907243978,6.89725003,6.71715642,6.705494686,7.089529255,7.04370819,6.848286274
"SEPTIN11",6.2762965,6.169018972,6.464087094,5.856466948,6.12007495,6.276859809,6.274083543,5.613261457,5.890202019,6.091795762,5.894045507,6.093553377,6.118978814,6.095512577
"OGDHL",4.551249765,4.641855302,4.568786885,5.444159281,4.91861166,4.736248039,4.841152093,5.105205898,4.620320498,4.873062765,4.930698816,4.803538215,4.901435191,5.00492721
"TMEM30A",8.686956809,8.655278682,8.689316749,7.16562323,8.245484998,8.631775045,9.076539144,6.441749283,8.944125491,9.377452281,8.601169357,8.806973974,8.340208605,8.415314979
"CDK5RAP2",8.443652834,8.666511613,8.556182175,8.909049052,8.943936869,8.59719351,8.467759868,7.219226054,7.744668546,7.608902019,8.442459577,8.355782797,7.982745753,8.51520509
"INTS9",8.500250689,8.422355598,8.658419284,8.478522124,8.375428155,8.378122593,8.285550471,7.779382257,8.183380899,8.114552911,8.345499542,8.605545838,8.649829233,8.689785467
"UGGT2",4.142779169,4.110793957,4.062082287,4.349021341,4.007235333,3.998681274,4.005069146,4.572552434,4.147634807,4.122460536,4.118554464,4.212776309,4.023574598,4.120409917
"RCOR3",7.594907837,7.740755109,7.643901789,6.630377471,7.375356106,7.453912997,7.459596017,5.525160158,7.105147174,7.067734001,7.048697526,7.393866473,7.14028795,7.432845802
"WDR12",6.975904621,7.357532003,7.283623554,6.457178494,6.794759358,7.0239887,7.203765972,6.149789576,6.409633548,6.21024691,6.507582333,7.248735338,7.042711102,6.949050741
"PRKAR1B",6.937488826,6.904913171,6.980100979,7.455931956,6.925462186,6.80321913,6.857469405,7.347020205,6.907112398,6.846961614,6.882542786,6.732471008,7.076261961,7.104100123
"DHX32",7.772267169,7.927213299,8.062815865,8.418666695,8.058408611,8.15685975,7.840158705,7.62110506,7.929202377,7.671240396,7.71600631,8.028205195,7.742893874,7.825985228
"ZNF701",5.623546312,5.331138443,5.57897424,5.320907909,5.469782569,5.495672192,5.872848346,4.973647247,5.609872545,5.282824246,5.504910809,5.49919292,5.441691234,5.37407413
"EXOC1",9.197856111,9.191588877,9.339853648,8.077904712,8.944959692,9.079962049,9.152771762,7.156758818,9.283749037,9.26824261,9.172515472,9.325956995,9.026971746,8.937262181
"IFT122",7.574562865,7.707095864,7.396130619,7.733212738,7.616257172,7.421619797,7.291743683,7.543928238,7.183782721,7.159662581,6.821718482,7.320333085,7.291526241,6.860678236
"H2AJ",5.565750952,5.291729444,5.422250207,5.487813075,5.238152364,5.535122733,5.227855845,4.323739484,5.194050544,5.022454661,4.949767288,5.163800259,5.006920737,5.267794765
"NGLY1",9.680006463,9.773937023,9.819599196,9.255952264,9.495170179,9.562908322,9.638083882,8.433396713,9.464021986,9.408126233,9.31871304,9.61128305,9.540690063,9.350942791
"ZNF83",7.222961564,7.590532528,7.508715173,5.370175088,6.768741451,7.125675493,7.388640241,5.27151802,6.897261845,6.451120418,6.432220161,6.961182553,6.312763363,6.554242063
"PRKAR2A",6.792657722,6.63610099,6.849797779,7.006989201,7.071762834,6.856395543,6.648295535,7.375305826,6.790475623,6.734221372,6.574311148,6.839236377,6.60835856,6.483075766
"EXOC2",7.111192345,7.210880176,7.246012382,6.244102358,6.99813019,7.118558617,7.168389747,6.53272293,7.171855422,7.120984128,6.865061273,6.867894866,6.87445191,6.918212066
"TDP1",8.587263692,8.556856279,8.901803317,8.509505965,8.463367798,8.726842093,8.53929967,8.642904299,8.185140152,8.24085555,8.242044841,8.612792111,8.30692518,8.5987998
"PRKAR2B",9.196157505,8.729031862,8.269192085,7.964111121,8.164475562,8.361048763,7.891410804,6.493557556,8.670214606,9.90877703,9.185271903,8.711991729,8.355706682,8.67758476
"RIOK2",6.261073644,6.588338339,6.864511565,6.499966476,6.470395905,6.548353745,6.627109002,6.535119372,6.462550079,6.291085011,5.854644517,6.583766316,6.445295538,6.003645053
"FGD6",4.680910001,4.371936045,4.85453735,4.197011102,4.584400729,4.77666014,4.637859171,4.675523747,4.688933729,4.996724385,4.8809351,4.641600869,4.529312399,4.538608784
"TXLNG",4.690119655,5.037408039,4.824963415,4.267734634,4.789112985,4.78302323,4.730040371,4.934042915,4.746350201,4.670190933,4.844354647,4.832139505,4.582593084,4.752862438
"LMBRD1",10.45741161,10.63076233,10.45156647,9.797526042,10.30995821,10.68230804,10.62127064,9.517641696,10.25419572,10.38131853,9.920583163,10.12996693,10.07684011,10.12738369
"PRKCA",6.026774364,6.071115224,6.092855026,6.025889769,6.007389102,6.133623904,6.036623681,5.915347146,5.916860493,5.744886557,5.711965046,6.09806699,5.916367655,6.052210067
"CSGALNACT1",9.256264252,9.252207518,9.365872144,8.283004083,8.936678161,9.191473837,9.136016405,7.003996765,8.356455929,8.644971518,8.015761171,8.738417403,8.093583501,8.549686174
"LRIF1",7.824867223,7.70961259,7.718812589,5.889493763,7.198155408,7.540739041,7.707738285,5.049647717,7.498868637,8.046939462,7.120245065,7.095210014,7.087981232,7.046913076
"MINDY1",10.26625209,10.00815787,9.545935871,10.02063354,10.39597264,9.940329048,10.1184363,9.347824892,10.10332987,10.31413563,10.13407995,9.981614819,10.17360008,10.15635599
"DDX28",7.465691134,7.345742971,7.42279499,7.401358827,7.282510561,7.445075301,7.333939669,7.068511001,7.164294175,7.10214063,7.165434367,7.444144289,7.35881806,7.326355913
"PCID2",8.531462216,8.570031301,8.810903856,8.064175547,8.449517158,8.764269924,8.553107259,7.431384689,8.236692537,7.900679793,8.055510661,8.571621555,8.265276157,8.464642023
"MBNL3",8.48683344,7.978263032,7.792209447,8.408400514,7.879012962,8.343353245,8.378583132,6.646193112,8.291126872,9.353736577,9.099681254,7.937109145,8.350504767,8.869535171
"CACNA2D3",7.470514784,7.441502115,7.624789543,7.093089515,7.317837012,7.705075484,7.219934009,5.393905899,6.980951347,6.922403832,7.060535328,7.313539529,6.89918282,7.318806575
"PRKCB",11.19796213,11.12661106,11.35236211,10.80196215,11.28418013,11.2133378,11.28159579,10.24306236,11.22879182,11.02776026,10.96410512,10.99362266,10.92172234,10.77549336
"SCN3B",4.343506189,4.377666696,4.175715427,4.649307607,4.439234545,4.409611182,4.156604288,5.08751984,4.441775355,4.471905583,4.418056221,4.235699325,4.507544071,4.454573602
"IL26",3.497148756,3.435872563,3.431352125,3.709044754,3.57364277,3.403496059,3.430461567,3.511336786,3.453820553,3.450280012,3.700486776,3.426895708,3.40528218,3.31063102
"DCP1A",9.142061832,8.920555161,9.220867654,9.185224706,9.219707308,9.139099102,9.140982948,8.369619901,9.341006455,9.087927049,9.252221088,9.06147354,9.26909913,9.132559393
